Thank you to all the first responders and people helping each other out. That's what we do as Americans. Here's one… https://t.co/I3RHWyZe31	Barack Obama
RT @ussoccer_wnt: We love you, NYC! #BestFansInTheWorld #USWNTParade http://t.co/jyBiXKRkqf	Barack Obama
WATCH: The President highlights the progress made since he signed Wall Street reform into law five years ago. http://t.co/tpyzuZj5Jz	Barack Obama
Watch President Obama share a #FourthOfJuly message in the weekly address. https://t.co/7S5VzgA4OM	Barack Obama
The American economy continues its comeback. https://t.co/5RZ5lB6AUV	Barack Obama
"RT @WhiteHouse: ""For the third time as President, I get to say: Give it up for the Stanley Cup champs – my hometown Chicago Blackhawks!"" —@…"	Barack Obama
Our economy is making real progress, but we have to keep fighting to make sure that it works for everybody. https://t.co/i10j4c9dTo	Barack Obama
WATCH: President Obama discusses #CollegeOpportunity with students from across the country. http://t.co/nfa7wPavgW	Barack Obama
"""These are our American cathedrals, and they belong to you."" —Jonathan B. Jarvis, director of the @NatlParkService https://t.co/NbAXewqVsA"	Barack Obama
In the last 62 months, over 12.3 million private-sector jobs have been added to the economy. Read more: http://t.co/f0QrgOt1iB	Barack Obama
In the weekly address, the President discusses how to make it easier for communities to adopt the Fair Housing Act: http://t.co/pQyCEW3WJT	Barack Obama
"""Five years in, this is no longer about a law ... This is health care in America."" —President Obama #ACAworks"	Barack Obama
Everyone agrees our immigration system is broken, and Congress has stalled on reform. That's why the President is taking #ImmigrationAction.	Barack Obama
RT @MedicareGov: For 50 years #Medicare #Medicaid have been changing American lives. Happy Birthday #Medicare! #KeepingUSHealthy http://t.c…	Barack Obama
Our future depends on all our young people, including our boys and young men of color, being able to achieve their… https://t.co/TaRXBwtm9v	Barack Obama
Read how the Obama administration is fighting to restore workers' rights for millions of hard-working Americans. http://t.co/d4X2zo2ViJ	Barack Obama
Do you hear that? It's the sound of a big fundraising deadline. Chip in now: http://t.co/P2OKsoqauD http://t.co/HwLOkj1Yu7	Barack Obama
It's not too late for Senate leaders to give Judge Garland a fair hearing and up-or-down vote. Say you agree. https://t.co/p48z2I8Mvr	Barack Obama
"""In two weeks, I will send this Congress a budget filled with ideas that are practical, not partisan."" —President Obama #SOTU"	Barack Obama
"""Justice is living up to the common creed that I am my brother's keeper and I am my sister's keeper."" —President Obama"	Barack Obama
Here's an in-depth look at how our economy has made real progress in the last six years: http://t.co/mZ1I9HSIw6 #AmericaLeads	Barack Obama
I knew it way back then and I’m absolutely convinced of it today — you’re one of a kind, @MichelleObama. Happy Birt… https://t.co/VLwQtcydJm	Barack Obama
"""For too long, we’ve been blind to the unique mayhem that gun violence inflicts upon this nation."" —President Obama"	Barack Obama
Of all the things you do today, getting covered before the enrollment deadline could be the most crucial: http://t.co/3uAVMQWgm4 #GetCovered	Barack Obama
Post Thanksgiving to-do list: Sleep: ✓ Dishes. So many dishes: ✓ #GetCovered: https://t.co/VnZnTvGRJv	Barack Obama
On November 15th, @OFA volunteers will hit the ground running for health care enrollment: http://t.co/DUImIL6ro1	Barack Obama
DEADLINE: Sign up today for health insurance that starts on January 1st. http://t.co/8o14g0EACw http://t.co/6ZwusSVbPe	Barack Obama
Reminder: It's the Senate's job to fairly consider Supreme Court nominees. #DoYourJob https://t.co/xrkYcRsLNw	Barack Obama
Watch at 8 p.m. ET: President Obama is laying out common-sense steps forward on immigration: http://t.co/eG4leiFU8u #ImmigrationAction	Barack Obama
President Obama's #ImmigrationAction could give our economy a big boost: http://t.co/W5qmEptbCh http://t.co/rSaxD8OTAX	Barack Obama
Watch President Obama and the First Lady wish all Americans a merry Christmas and happy holidays: http://t.co/qka9eDzema	Barack Obama
"""In too many cases our criminal justice system becomes a pipeline from underfunded schools to overcrowded jails."" —President Obama"	Barack Obama
Already covered? Make sure to check out your options: http://t.co/6dHBdxY6jg #StayCovered http://t.co/h2pTdnuvd8	Barack Obama
ICYMI: The United States has made a groundbreaking deal with China on cutting carbon pollution. http://t.co/LysW4fCkBY #ActOnClimate	Barack Obama
President Obama: I’ll keep pushing for progress on immigration, gun violence, equal pay, paid leave, raising the minimum wage. #SOTU	Barack Obama
You care about your loved ones. So make sure they get covered: http://t.co/a5M6hCqHJr http://t.co/jcnUme7Kpz	Barack Obama
Economist Raj Chetty is not only identifying the decline in opportunity we’ve seen in recent decades—but trying to… https://t.co/aVvBp3i2Ey	Barack Obama
The support for a fair hearing for Judge Garland is growing. #DoYourJob https://t.co/qFYf3senWM	Barack Obama
"""Minds open. Hearts change. America shifts."" —President Obama #Pride2016 https://t.co/JJSBJW5UEb"	Barack Obama
"""With this case behind us, let's be clear: We've got more work to do."" —President Obama #ACAWorks"	Barack Obama
"""More than 16 million Americans have gained the security of health insurance."" —President Obama #BetterWithObamacare"	Barack Obama
President Obama: The Trans-Pacific Partnership will protect workers and the environment. #LeadOnTrade #SOTU	Barack Obama
Obamacare is working—and it's lowering the uninsured rate: http://t.co/ai6kVADJIN	Barack Obama
FACT: The annual average unemployment rate fell 1.2 percent between 2013 and 2014, the largest decline since 1984.	Barack Obama
The majority of Americans believe Judge Garland should get a fair hearing—add your name if you agree. https://t.co/mkmVF9JsZW #DoYourJob	Barack Obama
Here's your chance to get lost in the beauty of the Last Frontier state: https://t.co/FMSKYxg5T9 https://t.co/luIDL2OmOw	Barack Obama
LIVE: President Obama is speaking in Louisville, Kentucky, about the economy. http://t.co/P1uPeIHzQK	Barack Obama
"""Young people can draw strength from this place, where the powerless could change the world’s greatest power."" —President Obama #Selma50"	Barack Obama
RT @WhiteHouse: Join the movement to make community college free for anyone willing to work for it: http://t.co/gzvcnH3jbu https://t.co/IkR…	Barack Obama
Michelle and I are thinking of the victims and their families in Barcelona. Americans will always stand with our Spanish friends. Un abrazo.	Barack Obama
"""It’s the last time we’ll do this, but we’re not even close to done working."" —@VP Joe Biden on the #SOTU https://t.co/HXa8ssKp2m"	Barack Obama
Good news: 2015 was another great year for clean energy growth. https://t.co/IoCSX8ybwm #ActOnClimate	Barack Obama
"Vice President Biden speaks on the ""dangerous precedent"" Senate leaders are setting by refusing to do their jobs. https://t.co/W1A7Oyb4gB"	Barack Obama
Obamacare: Giving young adults (and their parents) peace of mind since 2010. https://t.co/StT3XzFVGB	Barack Obama
Tell your friends you fist bumped President Obama—enter now for your chance. https://t.co/s86eJjBJ0U https://t.co/zJEelmeIe6	Barack Obama
It’s up to all of us as citizens to make sure that the rules of democracy are fair—everywhere—because the next deca… https://t.co/Tpv5NoYazl	Barack Obama
Add your name: http://t.co/XVlpxmYSoD Tell lawmakers that minimum wage workers shouldn't have to raise a family in poverty. #RaiseTheWage	Barack Obama
Good to see my friend Prince Harry in London to discuss the work of our foundations &amp; offer condolences to victims… https://t.co/f1U8It8AmE	Barack Obama
Missed President Obama's final #SOTU last night? Check out his full remarks. https://t.co/7KHp3EHK8D	Barack Obama
Speak out against gun violence—#WearOrange tomorrow. https://t.co/IUguOJg2Zk	Barack Obama
It's President Obama's birthday. Wish him a happy 54th: http://t.co/UN7hcB9IYX #44Turns54 http://t.co/x0U8OV7bro	Barack Obama
"""Let us carry his legacy forward."" —President Obama on President John F. Kennedy, born 98 years ago today http://t.co/6lvHCwe9qW"	Barack Obama
Senate leaders are putting politics above their basic responsibility to hold a hearing for Judge Garland. #DoYourJob https://t.co/N7vH2ncwmb	Barack Obama
The positive impact of #Obamacare is undeniable, but there's one big factor holding many states back: https://t.co/7XebIdRX34	Barack Obama
RT @FLOTUS: Knockouts. #GimmeFive #EasterEggRoll http://t.co/bUvNHUwYUV	Barack Obama
Defend health care reform—join Team Obamacare: http://t.co/hT2qWwah3o	Barack Obama
Watch President Obama thank @TheEllenShow for all she's done for the LGBT community: https://t.co/Und55Vdlxy #LoveIsLove	Barack Obama
"""I believe this moment can be a turning point for the world."" —President Obama on the #ParisAgreement https://t.co/BMZSntlNfh"	Barack Obama
Read what former U.S. Secretary of State @Madeleine Albright has to say about the #IranDeal. http://t.co/WjdXPU01Aj	Barack Obama
"""It's up to us to restore the ideals that made this country great."" —President Obama #WomenSucceed"	Barack Obama
"""This is what makes America exceptional. We welcome strivers, and we welcome dreamers from all across the world.” —President Obama"	Barack Obama
In the weekly address, President Obama calls for meaningful criminal justice reform: https://t.co/uQZOaQtJUM	Barack Obama
Nearly 8 in 10 uninsured Americans may be eligible for financial help. Check out your options: https://t.co/mJtVbt1ba5 #GetReadyGetCovered	Barack Obama
"""This Mother’s Day, say thank you. Say, 'I love you.'"" —President Obama https://t.co/LE1oaV5dr4"	Barack Obama
"""Nobody who works full time in America should be raising their kids below the poverty line."" —President Obama #RaiseTheWage"	Barack Obama
I’m about to join @StephenCurry30 on stage with @MBK_Alliance to answer questions from boys and young men of color… https://t.co/iAL5ZRVOUv	Barack Obama
"""I believe that working Americans should have the basic security of paid leave."" —President Obama #LeadOnLeave http://t.co/ynIFoRouyj"	Barack Obama
This is a big moment in the fight against climate change—stick it to climate change deniers by adding your name: http://t.co/fkCzkiMhFw	Barack Obama
50 years ago, history was written at the Stonewall Inn when New York's LGBT community stood up, spoke out, and star… https://t.co/N6TIkkQHEI	Barack Obama
This is a big deal in the fight to curb climate change. #ActOnClimate http://t.co/kKd3iHCfbH	Barack Obama
"""For the past seven years, our goal has been a growing economy that also works better for everybody."" —President Obama #SOTU"	Barack Obama
RT @WhiteHouse: If a child can’t open a bottle of aspirin, we should make sure they can’t pull the trigger on a gun. #GunsInAmerica https:/…	Barack Obama
Add your name—because in 2015, equal pay for equal work shouldn't be controversial. http://t.co/tv5ssVBQRd #StandWithWomen	Barack Obama
LIVE: President Obama is delivering a statement in New York. https://t.co/MJUr8C84Wd	Barack Obama
Here's your chance to take in this view for yourself: https://t.co/oxRodplqb8 https://t.co/eGwVQm8QE2	Barack Obama
Read from veteran and former Federal Chief Sustainability Officer Jon Powers on why it's time to #ActOnClimate: https://t.co/ykAO114cl7	Barack Obama
Tune in at 3:30 p.m. ET to watch President Obama speak about the #SCOTUS nomination process at @UChicagoLaw: https://t.co/hMSxVb9hpA	Barack Obama
"""Roughly one-third of the Justice Department's budget now goes toward incarceration."" —President Obama"	Barack Obama
RT @WhiteHouse: Why are there so many photos about rainbows? @PeteSouza takes you behind the lens → https://t.co/10jcsv3ZlQ http://t.co/5wX…	Barack Obama
"""Our collective future depends on your willingness to uphold your obligations as a citizen."" —President Obama #SOTU"	Barack Obama
LIVE: President Obama honors the 2015 National Teacher of the Year. http://t.co/yXt8U62ov0 #ThankATeacher	Barack Obama
Watch the President's full statement on the Supreme Court's ruling on marriage equality. #LoveWins http://t.co/nRBI49pQT5	Barack Obama
We need to #FixTheSystem. https://t.co/hXk84oRzMQ	Barack Obama
"""What a glorious task we are given, to continually try to improve this great nation of ours."" —President Obama #Selma50 #MarchOn"	Barack Obama
Stand against discrimination—join the fight for equality. https://t.co/ZUDqZ6fbQM #LoveIsLove	Barack Obama
"RT @WhiteHouse: ""If we keep moving forward...my daughters’ children will be able to cross that bridge in an America that’s more free"" http:…"	Barack Obama
RT @MichelleObama: Happy #ValentinesDay to my one and only, @BarackObama. To celebrate the occasion, I’m dedicating a little Valentine’s Da…	Barack Obama
The Supreme Court just struck down Texas' overly restrictive abortion laws—a win for women's reproductive rights. https://t.co/DMDwVnq6Vt	Barack Obama
The uninsured rate is the lowest it's been in decades, thanks to #Obamacare. Spread the word.… https://t.co/ZkN8HVbn3E	Barack Obama
Renewable energy is good for the economy. #ActOnClimate http://t.co/ldkt4VIZ6O	Barack Obama
There's a lot of misinformation floating around. Make sure you've got the facts—join the @OFA Truth Team:… https://t.co/SpfRFK5LWq	Barack Obama
Teachers have the ability to influence their students for life. #ThankATeacher and share how important yours were: http://t.co/KgJczHwPMP	Barack Obama
"""If we're going to be connected, then we need to be protected."" —President Obama #Cybersecurity"	Barack Obama
Because some Senate leaders won't do their jobs, the Supreme Court can't fully do its job. #DoYourJob https://t.co/gxXi7wCfg0	Barack Obama
Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimate https://t.co/znuajZ6CmE	Barack Obama
Grassroots organizing: This is worth investing in. http://t.co/JhGk7WzYb2	Barack Obama
Thanks to health care reform, people have more options—just another reason Americans are #BetterWithObamacare: http://t.co/hKjXmCor6X	Barack Obama
RT @FactsOnClimate: It's #PublicHealthWeek. Stay informed about how climate change could impact your health → https://t.co/sFXGtphj42 https…	Barack Obama
“We're a nation that gives people a chance to take responsibility—and make amends.” —President Obama #ImmigrationAction	Barack Obama
The American Bar Association gave Judge Garland its highest rating. Senate leaders: #DoYourJob and fill the #SCOTUS… https://t.co/iTVTqGIUvV	Barack Obama
WATCH: President Obama is speaking about how technology is transforming schools. http://t.co/Hu2RMvQuoa #ConnectED	Barack Obama
LIVE: President Obama is delivering his final State of the Union address now. https://t.co/j6HHsQPFiV #SOTU	Barack Obama
Tune in at 12:15 a.m. ET to watch President Obama deliver a statement. https://t.co/mRABhdfE0v	Barack Obama
RT @VP: Taking steps to reduce gun violence worth doing if it could save one life. But it could save far more. Finish this. https://t.co/P7…	Barack Obama
The other side isn't done trying to derail health care reform. Join the team fighting to protect it: http://t.co/GuaGCxQXqe	Barack Obama
"""Today is a historic day in the fight to protect our planet for future generations."" —President Obama #ActOnClimate https://t.co/x3dJSCYUcj"	Barack Obama
With #Obamacare, people can focus on treatment for pre-existing conditions without the fear of coverage being cappe… https://t.co/jvdFY87XBu	Barack Obama
Thanks to the new #overtime rule, millions of hard-working Americans will have more economic security. https://t.co/JHQRJEcsv9	Barack Obama
"""I hope Congress joins us in this national movement to protect the privacy of our children."" —President Obama #Cybersecurity"	Barack Obama
"""About 28 million Americans would benefit if we raised the minimum wage to $10.10."" —President Obama #RaiseTheWage"	Barack Obama
WATCH: The President calls on the Senate to stop playing politics and confirm Loretta Lynch as Attorney General. http://t.co/q7PqJylPKx	Barack Obama
"""Every year, we spend $80 billion in taxpayer dollars to keep people incarcerated."" —President Obama https://t.co/uQZOaQtJUM"	Barack Obama
America has lost a patriot and humble servant in George Herbert Walker Bush. While our hearts are heavy today, they… https://t.co/2Gn7sGTG90	Barack Obama
Chip in if you want to help make progress on the issues you care most about next year: http://t.co/zjfFDAuN3H	Barack Obama
Studies show that #Obamacare is not “killing” full-time jobs like critics claim: http://t.co/9LlBJTkWgh	Barack Obama
Don't miss this: https://t.co/NqqvCBukwi https://t.co/0Ud7rIqPa0	Barack Obama
Get ready for the final sprint. You have until midnight to enter ... Go! http://t.co/XMBLzQanJW http://t.co/x76RVF9j9l	Barack Obama
The United States needs to #LeadOnTrade and sell more goods that are #MadeInAmerica. http://t.co/Dci4g4QwsJ	Barack Obama
LIVE: President Obama is speaking with @BuzzFeed about his #SCOTUS nominee, Judge Merrick Garland. https://t.co/suytYAcF63	Barack Obama
These are records we can't keep breaking. We must work together to #ActOnClimate. https://t.co/sTxNR10sjK	Barack Obama
Become an @OFA Champion, and cheer on the movement fighting for lasting change: https://t.co/0VygE9fMMU https://t.co/fx5sXF7rGe	Barack Obama
RT @WhiteHouse: A sea level rise of just 1 foot could cost America $200 billion. It's time to #ActOnClimate: http://t.co/K5YxkHO9qw http:/…	Barack Obama
"""I'm going to do what I can to make the system work better."" —President Obama #ImmigrationAction"	Barack Obama
See why 2014 was a breakthrough year for America: http://t.co/N9MTRCk2Tr	Barack Obama
Fifteen months in a row of record-breaking heat is a signal that can't be denied: We need to #ActOnClimate. https://t.co/pXnbiNYFP9	Barack Obama
LIVE: President Obama is speaking about the economy. Tune in: http://t.co/vAbjtz2CL6	Barack Obama
Be part of the @OFATruthTeam—and fight back with facts: http://t.co/Euq5nih3Rn http://t.co/HiU7jQ5m93	Barack Obama
Organizing in paradise—the only thing missing is you: http://t.co/lK2k5bvys4 http://t.co/jI3VtkNiJR	Barack Obama
RT @WhiteHouse: Celebrate 50 years of @HeadStartGov with President Obama and these cute kids from Kansas → http://t.co/5r9Ip9gxWi https://t…	Barack Obama
Climate change means wildfires are now a continual threat in some parts of the country: https://t.co/uR7S3onk4T #ActOnClimate	Barack Obama
"""Wall Street reform, what we passed five years ago, is protecting working families and taxpayers."" —President Obama"	Barack Obama
“More than a decade later, we still live with the consequences of the decision to invade Iraq.” —President Obama #IranDeal	Barack Obama
Love only wins when people like you stand up and fight for it. Are you in? https://t.co/bHtizDnaTY #LoveIsLove	Barack Obama
America’s businesses have created more than 14 million new private-sector jobs over 76 straight months. https://t.co/e4a5X2bv0j	Barack Obama
Add your name if you think we need common-sense legislation to prevent gun violence. https://t.co/u5ACT4qt8v #DisarmHate	Barack Obama
You don't want to miss out on this chance. Enter today: https://t.co/rED8cKIqv4 https://t.co/PJoHc0lIGF	Barack Obama
Having health care is a big deal. Check out your options today: http://t.co/AWge8ONMEc #GetCovered	Barack Obama
This is a real step forward in creating a fair environment for the roughly 40 million Americans with student debt: http://t.co/8TdhanWMrF	Barack Obama
As we celebrate Black History Month and Jackie Robinson’s 100th birthday, we celebrate the life of all whose courag… https://t.co/2JUfORxB3X	Barack Obama
President Obama did his job, now it's time for the Senate to fulfill its duties—say you agree: https://t.co/JIdKOhTXci #DoYourJob	Barack Obama
"""I want to make sure that this is a country where hard work is rewarded."" —President Obama"	Barack Obama
Big polluters and climate change deniers are standing in the way of progress—fight back: https://t.co/Suca7L4Qer https://t.co/UeLwhEwg4Q	Barack Obama
Add your name to the list of people asking Congress to #DoSomething about gun violence: http://t.co/Ff6P4JyV9Y	Barack Obama
MIDNIGHT DEADLINE: All donations will be matched dollar for dollar by other supporters. http://t.co/BJXFNePHB5	Barack Obama
ICYMI: The U.S. and more than 170 other nations just signed the #ParisAgreement—the first ever global climate deal. https://t.co/Jlg4q4piDu	Barack Obama
"""From my family to yours, happy Thanksgiving."" —President Obama http://t.co/fie6KaeJZ0"	Barack Obama
Our economy is on a better, stronger course. https://t.co/yzB6x7CExJ	Barack Obama
Today is the one-year anniversary of the Clean Power Plan—show your support in the fight to #ActOnClimate. https://t.co/0knkqAe3oE	Barack Obama
Because a hard day's work deserves a fair day's pay. http://t.co/IOLCpSls0e	Barack Obama
In the weekly address, President Obama previews his State of the Union address on Tuesday. Watch here: http://t.co/yIxVnT8ECX #SOTU	Barack Obama
Make President Obama's last birthday in office extra special. Sign the card: https://t.co/DgxEf3bhxa #TBT https://t.co/eEqqEJ114i	Barack Obama
The international community is committed to #ActOnClimate—show your support for global action: https://t.co/yQZV3HB089	Barack Obama
Speak up for a fair hearing for Judge Merrick Garland: https://t.co/Tf8yVdukBx #DoYourJob	Barack Obama
"""16 million people or more have health insurance that didn't have it before."" —President Obama on #Obamacare http://t.co/KR6QXo5xfY"	Barack Obama
Reach out and help build this movement—pitch in: https://t.co/71qtnqx0Xj https://t.co/k6jketWz1r	Barack Obama
RT @WhiteHouse: Here's what Congress should do now to make it harder for people to buy assault weapons: https://t.co/oDIQ2UMleK https://t.…	Barack Obama
Forever grateful for the service and sacrifice of all who fought to protect our freedoms and defend this country we… https://t.co/BwRS0onlOL	Barack Obama
Time is winding down—say you'll do your part: http://t.co/q4AJ9RoI82 #Obamacare http://t.co/xJlryiKAeN	Barack Obama
RT @ObamaFoundation: Courage comes in many forms. Who in your local community or neighborhood leads by example? #ProfileInCourage https://t…	Barack Obama
Hello, 2016. https://t.co/Qvt6vOY1B3	Barack Obama
Add your name to let the Senate know: The Supreme Court is too important to be held hostage by partisan politics. https://t.co/jPIEbRS7ig	Barack Obama
Watch President Obama discuss how to build a framework for progress on the global effort to tackle climate change. https://t.co/9zQWCyqYzA	Barack Obama
LIVE: President Obama is delivering a statement. https://t.co/BprUPFQ9DJ	Barack Obama
Coding is important – and fun. @CSforAll, thanks for your work to make sure every kid can compete in a high-tech, g… https://t.co/xwlnvxsjKb	Barack Obama
RT @JanelleMonae: President @BarackObama thank you for standing up and using your power to do what you can to help SAVE LIVES more lives. #…	Barack Obama
LIVE: @VP Biden is urging the Senate to give Judge Merrick Garland a fair hearing and timely up-or-down vote. https://t.co/2vG15zNgNn	Barack Obama
41: I like the competition. And the loyalty to the home team. - 44 https://t.co/XG3ChMtW0M	Barack Obama
Don't get scared. Get covered. #ScarierThanHalloween http://t.co/Zo4nobtryp	Barack Obama
Great news: The uninsured rate in the U.S. has dropped to 12.9 percent. http://t.co/NN9hlDz4lU #Obamacare	Barack Obama
"""I will keep doing everything I can to help more working families make ends meet and get ahead."" —President Obama http://t.co/exNWiYdigT"	Barack Obama
President Obama is speaking to American troops at 2:45 p.m. ET to express his gratitude for their service: http://t.co/79jE6etBTj	Barack Obama
See why raising the minimum wage is a good idea for working Americans and their families: http://t.co/QUJKLfu9oy #RaiseTheWage	Barack Obama
Help organizers from across the country get the training needed to take their skills to the next level: http://t.co/6NX665t21s	Barack Obama
You've never seen greens like this. Enter now for your chance to win a trip to Hawaii: http://t.co/5xu1velsHQ http://t.co/yTD0j0UplR	Barack Obama
The health care marketplace is open for business—check out your options today: http://t.co/FOlpuRNavS #ReadySetEnroll	Barack Obama
"""Our criminal justice system isn't as smart as it should be."" —President Obama"	Barack Obama
There's been a lot of progress on LGBT equality, but there's more work to do. Add your name to join the fight: http://t.co/gxSBV0KY8c	Barack Obama
RT @WhiteHouse: Big news: @POTUS just protected 1.8 million acres of public lands in CA → https://t.co/jnLF7pHein #FindYourPark https://t.c…	Barack Obama
LIVE on @OFA #Periscope: President Obama is speaking at the 2015 Spring Summit. http://t.co/j3cxgyiH9q	Barack Obama
"""Let's get something out of the way up front: I am not singing today."" —President Obama"	Barack Obama
If you think the Senate should give President Obama's #SCOTUS nominee a fair hearing, add your name: https://t.co/tFFrncdg1W #DoYourJob	Barack Obama
Cutting carbon pollution will lead to a safer climate. Take action: http://t.co/e5oEda7HYV http://t.co/D8USYEj9Rj	Barack Obama
Great news: Jobless claims just fell to the lowest level in four decades. http://t.co/sBG4AoHEvf	Barack Obama
Continuing to invest in clean energy like solar power is critical in the fight to #ActOnClimate. https://t.co/wvIKlRDDOD	Barack Obama
Summer's almost over, Senate leaders. #DoYourJob https://t.co/JOEchACJ6i	Barack Obama
Add your name if you believe that when women succeed, America succeeds: http://t.co/4fgrm8lVv3 #StandWithWomen	Barack Obama
"""On Thursday, I will be the first sitting president to visit a federal prison."" —President Obama"	Barack Obama
"""Your voice is needed like never before."" Read President Obama's message to @OFA supporters: http://t.co/Q3tsDS1FdT"	Barack Obama
Retweet if you agree it's time to #ActOnClimate. http://t.co/ku22tRSWal	Barack Obama
"""I want to make sure all our kids get a great education from the earliest age."" —President Obama"	Barack Obama
LAST CALL: Enter for your chance to fly to Hawaii and relax in paradise. http://t.co/PFoMloBIeE http://t.co/cgmVDjMdfe	Barack Obama
One challenge will define the future for today’s young generation more dramatically than any other: Climate change.… https://t.co/MYeQbArWwu	Barack Obama
We can't afford to let this be the new normal. https://t.co/nJzyfz2Zlw #ActOnClimate	Barack Obama
You ready? #HealthCareCountdown http://t.co/9PUOmOeCnK	Barack Obama
The United States of America has the strongest, most durable economy in the world—and it's getting better. https://t.co/mCyYWccvf5	Barack Obama
When 97 percent of climate scientists agree, it's time for the deniers to put politics aside and #ActOnClimate. http://t.co/mbHMhbVJK9	Barack Obama
New limits on methane pollution will help curb climate change and protect public health: http://t.co/lQNiKqDsZO #ActOnClimate	Barack Obama
"""The Senate also has a constitutional duty: to consider presidential nominees expeditiously."" https://t.co/mnL8KCDwe5 (h/t @latimes)"	Barack Obama
RT @WhiteHouse: Watch how one of our oldest traditions, the White House #EasterEggRoll, has evolved over the past 138 years. https://t.co/2…	Barack Obama
RT @WhiteHouse: We've come a long way since the financial crisis. Take a look back at the progress we've made: http://t.co/j4gclVBvA4 http:…	Barack Obama
